step,lr,ms_per_batch,global_tokens_sec,train_loss,train_ppl,train_acc,val_loss,val_ppl,val_acc,alloc_mem_mb,interval_peak_mem_mb,cumulative_peak_mem_mb,elapsed_time_s,amp,ddp,param_count
300,1.5,57.20211903254191,71605.73890050843,7.521213761965433,1846.8075189523508,0.08903727213541666,7.083211839337298,1191.790216583059,0.07047205805341512,796.74560546875,2510.48291015625,2510.48291015625,18.221515893936157,0,0,39161136
600,1.5,56.75152460734049,72174.27246827136,6.478484608332316,650.9837031505466,0.12183837890625,6.453619149589696,634.9962857034608,0.14324923318620483,796.74560546875,2510.48291015625,2510.48291015625,36.559908866882324,0,0,39161136
900,1.4249999999999998,56.97625398635864,71889.59809433368,6.270107487042745,528.5341854011749,0.1325537109375,6.235206672994933,510.4060947045941,0.15821145357971123,796.74560546875,2510.48291015625,2510.48291015625,54.949185609817505,0,0,39161136
1200,1.3537499999999998,57.01400359471639,71841.99918876746,6.136000057856242,462.2010908006645,0.14080078125,6.1269512681282565,458.03759602143987,0.15906710555846487,796.74560546875,2510.48291015625,2510.48291015625,73.34823250770569,0,0,39161136
1500,1.2860624999999997,57.10419098536173,71728.5356699998,6.013081442515055,408.7408932755412,0.148232421875,6.0092479419073275,407.17698435090375,0.14951466297598565,796.74560546875,2510.48291015625,2510.48291015625,91.79531478881836,0,0,39161136
1800,1.2217593749999995,57.01593001683553,71839.57183177653,5.934770083427429,377.95308850256856,0.15560302734375,5.904355494792507,366.6308541295526,0.16592167277623998,796.74560546875,2510.48291015625,2510.48291015625,110.24990320205688,0,0,39161136
2100,1.1606714062499994,56.80612802505493,72104.89682017082,5.8308881489435835,340.66110255167337,0.16228434244791667,5.824107851489477,338.35913178751133,0.1749036807062168,796.74560546875,2510.48291015625,2510.48291015625,128.59507083892822,0,0,39161136
2400,1.1026378359374993,57.080044746398926,71758.87857478263,5.773345667521159,321.61194129926764,0.1686865234375,5.753641267699294,315.33679801919607,0.17336537742200941,796.74560546875,2510.48291015625,2510.48291015625,147.0198049545288,0,0,39161136
2700,1.0475059441406243,57.05573002497355,71789.45915173047,5.71190397421519,302.4463705196301,0.17448567708333335,5.682533184467315,293.69246559401006,0.18498447669634174,796.74560546875,2510.48291015625,2510.48291015625,165.4431004524231,0,0,39161136
3000,0.995130646933593,57.121740182240806,71706.49890798407,5.659598983128865,287.03351419161703,0.17783284505208333,5.62700131765842,277.82775008846374,0.1872288097553677,796.74560546875,2510.48291015625,2510.48291015625,183.8922564983368,0,0,39161136
